Review,Liked
সে এত ইতর মনের মানুষ,negative
সে এত অশুভ মনের মানুষ,negative
সে এত ক্ষতিকর মনের মানুষ,negative
সে এত কর্কশ মনের মানুষ,negative
সে এত ত্রুটিপূর্ণ মনের মানুষ,negative
সে এত আলস্যপরায়ণ মনের মানুষ,negative
সে এত অসৎ মনের মানুষ,negative
সে এত বদ মনের মানুষ,negative
তার মত মন্দ মানুষ কে সবাই ভয় পায়,negative
তার মত দুষ্ট মানুষ কে সবাই ভয় পায়,negative
তার মত অপকৃষ্ট মানুষ কে সবাই ভয় পায়,negative
তার মত ইতর মানুষ কে সবাই ভয় পায়,negative
তার মত অশুভ মানুষ কে সবাই ভয় পায়,negative
তার মত ক্ষতিকর মানুষ কে সবাই ভয় পায়,negative
তার মত কর্কশ মানুষ কে সবাই ভয় পায়,negative
তার মত ত্রুটিপূর্ণ মানুষ কে সবাই ভয় পায়,negative
তার মত আলস্যপরায়ণ মানুষ কে সবাই ভয় পায়,negative
তার মত অসৎ মানুষ কে সবাই ভয় পায়,negative
তার মত বদ মানুষ কে সবাই ভয় পায়,negative
এমন ভালোবাসা হতে পারে না,positive
গল্প টি কষ্টের হতে পারতো কিন্তু সুখের ছিলো,positive
গল্প টি সুখের হতে পারতো কিন্তু কষ্টের ছিলো,negative
কাহিনি টি সুখের হতে পারতো কিন্তু কষ্টের ছিলো,negative
কাহিনী টি সুখের হতে পারতো কিন্তু কষ্টের ছিলো,negative
জীবন টা হতে পারতো সুখের কিন্তু তার রাগ সব নষ্ট করে দিয়েছে,negative
সে কাউকে দোষারোপ করে না বরং সব সময় মন দিয়ে সবাই কে ভালোবাসে,positive
সে দোষারোপ করে নি বরং সবার সাথে আনন্দ করছে,positive
সে আমাকে দোষারোপ করে অনেক কষ্ট দিয়েছে,negative
আমি তার অন্যকে দোষারোপ করা স্বভাব টা ভয় পাই,negative
আমি তার অন্যকে দোষারোপ করা উত্কর্ষ টা ভয় পাই,negative
আমি তার অন্যকে দোষারোপ করা প্রকৃতি টা ভয় পাই,negative
আমি তার অন্যকে দোষারোপ করা বৈশিষ্ট্য টা ভয় পাই,negative
আমি তার অন্যকে দোষারোপ করা আচার টা ভয় পাই,negative
আমি তার অন্যকে দোষারোপ করা প্রবৃত্তি টা ভয় পাই,negative
আজকের দিন টা খুব সুন্দর ছিলো,positive
সে একজন ভালোবাসার মত মানুষ,positive
তার এত টাকা দেখে ভয় হয়,negative
তার আজকের কাজের ফলাফল এর জন্য সবাই তার সম্বন্ধে রাগ করেছে,negative
আমার তাহার সবকিছু ভালো লাগে,positive
তাহার সুখ আমার সুখ বাড়িয়ে দিয়েছে,positive
তাহার বাজে কাজ গুলো আমার রাগ বাড়িয়ে দেয়,negative
তাহার কথা আমাকে চিন্তিত করেছে,negative
আমরা সবাই মজা করি,positive
আমার রাগ বেশি তাই সবার সাথে রাগ করি,negative
আমরা যা কাজ করি তা দেখে সবাই ভয় পায়,negative
এখন অনেক বেশি আনন্দে আর সুখে আছি,positive
মনে এখন কোনো আনন্দ নেই,negative
মনে এখন কোনো উল্লাস নেই,negative
মনে এখন কোনো পরমানন্দ নেই,negative
অনেক উল্লাস করেছি আজ,positive
তারা অন্যকে কষ্ট দিয়ে আনন্দ পায়,negative
তারা অন্যকে কষ্ট দিয়ে পরমানন্দ পায়,negative
তারা অন্যকে কষ্ট দিয়ে উল্লাস করে,negative
সে ধোকা দেয় নি বরং ভালোবাসে সবাই কে,positive
সে অন্যকে ধোকা দেয় আরো মজা পায়,positive
সে আমাকে ধোকা দিয়েছে তাই মন টা খুব খারাপ,negative
তার কাছে সবাই আনন্দে আছে,positive
তার কাছে সবাই ভালো আছে,positive
তার কষ্ট দেখে অবাক হয়েছি,negative
তার কষ্ট দেখে হতবাক হয়েছি,negative
সে মানুষ কে অনেক বেশি ধোকা দিয়েছে,negative
সে কিছু নষ্ট করে নি বরং সবার জন্য ভালো কাজ করেছে,positive
সে সব কিছু নষ্ট করে তাই সবাই ভয় পায়,negative
আমি নিজের ফলাফল নিয়ে খুব আনন্দিত,positive
তাকে দেখে সবচাইতে বেশি আনন্দিত,positive
তাকে দেখে সবাই আনন্দিত,positive
তাকে দেখে সবাই প্রফুল্লিত,positive
আমার নিজের উপর রাগ হয়েছে,negative
আমি নিজের এমন কাজ দেখে ভয় পেয়েছি,negative
পরিবার এর সবাই খুব খুশি তার ফলাফল দেখে,positive
আজ থেকে মনে অনেক উল্লাস কারন সব কাজ থেকে বিরত আছি,positive
পরিবার এর সবাই তার উপর রাগ করেছে,negative
সে তার মন চুরি করেছে,positive
সে তার মন অপহরণ করেছে,positive
তাকে আর বলার কিছু নেই সে অনেক বেশি ভয় পায়,negative
সে তার নিজের পরিবার এর মানুষকে ভয় পায়,negative
আগের কথা গুলো তাকে আনন্দ দেয়,positive
সে মানুষকে ভালোবাসে তাই কতদিন ধরে খারাপ কাজ করে না,positive
সে মানুষকে ভালোবাসে তাই বহুকাল ধরিয়া খারাপ কাজ করে না,positive
সে অনেক মজার একজন লেখক তাই সবাই তাকে ভালোবাসে,positive
কষ্ট গুলো সব আনন্দ থেকে আমাকে বিরত রেখেছে,negative
সে সকল খারাপ কাজ থেকে বিরত থাকে কারন পাপ কে ভয় করে,negative
এত মানুষকে দেখে খুশি লাগছে,positive
সে সর্বদা হাসিমুখে কথা বলে,positive
মেয়েটা সর্বদা হাসিমুখে থাকে,positive
সে হাসিমুখে বাজে কাজ করেছে,negative
তার হাসিমুখে বাজে কথা সবাই ভয় পায়,negative
সে সকল মানুষকে ভালোবেসে নিজে আনন্দ পায়,positive
সে একজন ভালো মানুষ তাই সকল কে এত সুখে রাখে,positive
আজকে সে খুব রাগ করেছে,negative
আজকে সবাই তাকে ভালোবাসে,positive
সবাই আনন্দ করো আজ দিন টা অনেক আনন্দের,positive
তুমি অনেক কষ্ট করো,negative
সে তাকে ভয় পায় কিন্তু ভালোবাসে,positive
আজকে ভয় পেয়েছে কিন্তু মজা করেছে,positive
আমি তাকে ভয় পাই না বরং রাগ হয়,negative
মানুষটা ভদ্র তাই সবাই তাকে ভালোবাসে,positive
মানুষটা শোভন তাই সবাই তাকে ভালোবাসে,positive
মানুষটা শ্লীল তাই সবাই তাকে ভালোবাসে,positive
মানুষটা সভ্য তাই সবাই তাকে ভালোবাসে,positive
মানুষটা মার্জিত তাই সবাই তাকে ভালোবাসে,positive
মানুষটা সুশীল তাই সবাই তাকে ভালোবাসে,positive
মানুষটা শালীন তাই সবাই তাকে ভালোবাসে,positive
মানুষটা অমায়িক তাই সবাই তাকে ভালোবাসে,positive
মানুষটা আজ্ঞাবহ তাই সবাই তাকে ভালোবাসে,positive
মানুষটা উদার তাই সবাই তাকে ভালোবাসে,positive
মানুষটা বিনম্র তাই সবাই তাকে ভালোবাসে,positive
মানুষটা শিষ্টাচারযুক্ত তাই সবাই তাকে ভালোবাসে,positive
মানুষটা মার্জিত আচরণসম্পন্ন তাই সবাই তাকে ভালোবাসে,positive
সে ভদ্র কিন্তু আজকে খুব মজা করেছে,positive
সে শোভন কিন্তু আজকে খুব মজা করেছে,positive
সে শ্লীল কিন্তু আজকে খুব মজা করেছে,positive
সে সভ্য কিন্তু আজকে খুব মজা করেছে,positive
সে মার্জিত কিন্তু আজকে খুব মজা করেছে,positive
সে সুশীল কিন্তু আজকে খুব মজা করেছে,positive
সে শালীন কিন্তু আজকে খুব মজা করেছে,positive
সে অমায়িক কিন্তু আজকে খুব মজা করেছে,positive
সে আজ্ঞাবহ কিন্তু আজকে খুব মজা করেছে,positive
সে উদার কিন্তু আজকে খুব মজা করেছে,positive
সে বিনম্র কিন্তু আজকে খুব মজা করেছে,positive
সে শিষ্টাচারযুক্ত কিন্তু আজকে খুব মজা করেছে,positive
সে মার্জিত আচরণসম্পন্ন কিন্তু আজকে খুব মজা করেছে,positive
সে ভদ্র কিন্তু তাকে ভয় পাই,negative
সে শোভন কিন্তু তাকে ভয় পাই,negative
সে শ্লীল কিন্তু তাকে ভয় পাই,negative
সে সভ্য কিন্তু তাকে ভয় পাই,negative
সে মার্জিত কিন্তু তাকে ভয় পাই,negative
সে সুশীল কিন্তু তাকে ভয় পাই,negative
সে শালীন কিন্তু তাকে ভয় পাই,negative
সে অমায়িক কিন্তু তাকে ভয় পাই,negative
সে আজ্ঞাবহ কিন্তু তাকে ভয় পাই,negative
সে উদার কিন্তু তাকে ভয় পাই,negative
সে বিনম্র কিন্তু তাকে ভয় পাই,negative
সে শিষ্টাচারযুক্ত কিন্তু তাকে ভয় পাই,negative
সে মার্জিত আচরণসম্পন্ন কিন্তু তাকে ভয় পাই,negative
মানুষটা ভদ্র ছিলো কিন্তু তার এই রাগ আমার বাজে লাগে,negative
মানুষটা শোভন ছিলো কিন্তু তার এই রাগ আমার বাজে লাগে,negative
মানুষটা শ্লীল ছিলো কিন্তু তার এই রাগ আমার বাজে লাগে,negative
মানুষটা সভ্য ছিলো কিন্তু তার এই রাগ আমার বাজে লাগে,negative
মানুষটা মার্জিত ছিলো কিন্তু তার এই রাগ আমার বাজে লাগে,negative
মানুষটা সুশীল ছিলো কিন্তু তার এই রাগ আমার বাজে লাগে,negative
মানুষটা শালীন ছিলো কিন্তু তার এই রাগ আমার বাজে লাগে,negative
মানুষটা অমায়িক ছিলো কিন্তু তার এই রাগ আমার বাজে লাগে,negative
মানুষটা আজ্ঞাবহ ছিলো কিন্তু তার এই রাগ আমার বাজে লাগে,negative
মানুষটা উদার ছিলো কিন্তু তার এই রাগ আমার বাজে লাগে,negative
মানুষটা বিনম্র ছিলো কিন্তু তার এই রাগ আমার বাজে লাগে,negative
মানুষটা শিষ্টাচারযুক্ত ছিলো কিন্তু তার এই রাগ আমার বাজে লাগে,negative
মানুষটা মার্জিত আচরণসম্পন্ন ছিলো কিন্তু তার এই রাগ আমার বাজে লাগে,negative
আমি মিথ্যা ভালোবাসা ভয় পাই,negative
সে মিথ্যা বলে কষ্ট দিয়ে থাকে,negative
সে মিথ্যা বলে না তাই তাকে ভালোবাসি,positive
তার গল্প টা মিথ্যা কিন্তু মজার,positive
তাকে ভালোবাসা ভুল ছিলো না,positive
মেয়েটা পরীক্ষায় খারাপ করেছে তাই চিন্তিত,negative
মেয়েটা পরীক্ষায় খারাপ করেছে তাই উত্কণ্ঠিত,negative
মেয়েটা পরীক্ষায় খারাপ করেছে তাই উদ্বিগ্ন,negative
মেয়েটা পরীক্ষায় খারাপ করেছে তাই উদ্বেগপূর্ণ,negative
মেয়েটা পরীক্ষায় খারাপ করেছে তাই উতলা,negative
মেয়েটা পরীক্ষায় খারাপ করেছে তাই অধীর,negative
মেয়েটা পরীক্ষায় খারাপ করেছে তাই চিন্তানিমগ্ন,negative
মেয়েটা পরীক্ষায় খারাপ করেছে তাই চিন্তান্বিত,negative
মেয়েটা পরীক্ষায় খারাপ করেছে তাই চিন্তাপূর্ণ,negative
সে পরীক্ষায় ভালো করেছে তাই সবাই খুব খুশি,positive
তার ভুল গুলো আমাকে কষ্ট দিয়েছে,negative
তাকে ভালোবাসা ভুল ছিলো না কারন সে ভালো মানুষ,positive
সে সর্বদা লেখাপড়া করে তাই সবাই তাকে ভালোবাসে,positive
সে লেখাপড়া করে না,negative
মেয়েটি অনেক লেখাপড়া করেছে তাই ফলাফল নিয়ে আনন্দিত,positive
সে এত প্রকার প্রানী দেখে ভয় পেয়েছে,negative
তাকে সবাই ভালোবেসে ফেলে তার ব্যবহার দেখে,positive
সে সবকিছু ফেলে দেয়,negative
মেয়েটা সবকিছু দিয়ে ফেলে তা সবাই দেখে অবাক,positive
মেয়েটা সবকিছু দিয়ে ফেলে তা সবাই দেখে হতবাক,positive
সে সবকিছু ফেলে দেয় তাই ভয় হয়,negative
মানুষ টি কে ভয় হয়,negative
সে খুশি কারন আমরা আনন্দিত,positive
সে আনন্দিত কারন আমরা চলে গেছি,positive
সে এই প্রানী দেখে অনেক বেশি আনন্দিত,positive
সে সবাইকে ভালোবাসে কারন সে ভালো মানুষ,positive
আমার মন খারাপ কারন সে কষ্ট দেয় সবাইকে,negative
আমি রাগ করেছি কারন তার কাজ ভালো না,negative
মেয়েটা ভালোবাসার কথা দিয়ে সবাইকে ঠকায়,negative
সে সবাইকে ঠকায় তাই ভয় হয়,negative
তার ফলাফল এ সবাই অনেক বেশি খুশি হয়ে গেছি,positive
তার কাজ গুলো সবাইকে অনেক আনন্দ দিয়েছে,positive
তার ফলাফল এ সবাই আরো খুশি হয়ে গেছি,positive
টাকা গুলো সে খারাপ কাজ করে শেষ করে,negative
গল্প গুলো সুখের ছিলো,positive
কাহিনি গুলো সুখের ছিলো,positive
কাহিনী গুলো সুখের ছিলো,positive
আগের ভয় গুলো চলে যায় না,negative
তার প্রতি ভালোবাসা কমিয়ে যায় নি কারন তাকে ভালোবাসি,positive
আনন্দ আজ কমিয়ে যায় নি বরং আরো আনন্দিত,positive
কষ্ট গুলো কমিয়ে যায় নি বরং আরো বাড়িয়ে দিয়েছে,negative
ভয় কমিয়ে যায় নি বরং আরো ভয় বাড়িয়ে দিয়েছে,negative
গরিবের প্রতি তার ভালোবাসা রয়ে গেছে তাই তাকে দেখে আমি আনন্দিত,positive
সে গরিবের সাথে খারাপ ব্যবহার করে,negative
সে গরিবের প্রতি খারাপ ব্যবহার করে না,positive
গরিবের প্রতি তার ব্যবহার খুব খারাপ,negative
মেয়েটি আমাকে অনেক বেশি ভালোবাসে,positive
সে মজার মানুষ কিন্তু আজ অনেক রাগ করেছে,negative
আনন্দ রয়ে গেছে সবার মাঝে,positive
তার কথা আমাকে আনন্দিত করেছে,positive
একজন ভালো মানুষ আমাকে ভালোবাসে,positive
সবাই তাকে মজার মনে করে কিন্তু আমি তাকে ভয় পাই,negative
তার খাবার ভালোবাসার মত,positive
মেয়েটি আমাকে গালি দিয়ে থাকে,negative
তার রাখা খাবার নষ্ট হয়েছে তাই সে রাগ করেছে,negative
তার রাখা সবকিছু দেখে আমার ভয় হয়েছে,negative
তার সাথে কারো সম্পর্ক ভালো না,negative
তার সাথে কারো সম্বন্ধ ভালো না,negative
তার সম্পর্ক সবার সাথে খারাপ তাই সবাই ভয় পায়,negative
তার সম্বন্ধ সবার সাথে খারাপ তাই সবাই ভয় পায়,negative
তার সাথে আমার সম্পর্ক নিয়ে আমি খুব আনন্দিত,positive
তার সাথে আমার সম্বন্ধ নিয়ে আমি খুব আনন্দিত,positive
সে এত আনন্দিত তাই ভালোমন্দ আর মনে নেই,positive
তার রাখা সবকিছু খুব সুন্দর,positive
তার কাজের ধরন সবাই ভালোবাসে,positive
এত ভয় পেয়েছি তাই চলে গেছি,negative
সে রাগ করে সবকিছু রেখে চলে গেছে,negative
ভয় হয় কারন সে সবকিছু রেখে চলে গেছে,negative
সে অসাধারণ মানুষ কারন সে অনেক বেশি মজা করে,positive
একটা ভয় এর গল্প ছিলো,negative
এত খরচ দেখে সে রেগে গেলো,negative
সে মনে মনে তাকে ভালোবাসে,positive
দিনগুলো অনেক বেশি সুখের ছিলো,positive
তার এই কাজের ধরন সবাইকে মজা দিয়েছে,positive
সে তার জীবন শেষ করেছে তাকে ভালোবেসে আর ভয় করে,negative
তার কাজে মন নেই,negative
তার সুন্দর মন নেই,negative
তার চোখে মুখে রাগ প্রকাশিত হয়েছে,negative
তার চোখে মুখে রাগ উদ্ভাসন হয়েছে,negative
তার চোখে মুখে রাগ উদ্ভাস হয়েছে,negative
তার চোখে মুখে রাগ উন্মোচন হয়েছে,negative
তার চোখে মুখে রাগ প্রতিভাস হয়েছে,negative
তার কাজে সবাই খুশি,positive
তার অবস্থা দেখে কষ্ট লাগছে,negative
তার অবস্থা দেখে রাগ লাগছে,negative
তার ভালো অবস্থা দেখে খুশি লাগছে,positive
তার ভালো অবস্থা দেখে অনেক বেশি আনন্দ লাগছে,positive
তাকে বিশ্বাস হয় না কারন তার রাগ অনেক বেশি,negative
তাকে আস্থা হয় না কারন তার রাগ অনেক বেশি,negative
তাকে ভরসা হয় না কারন তার রাগ অনেক বেশি,negative
মানুষটা ভালোবাসার কে ভয় পায়,negative
সে কথা গোপন করে তাই রাগ করেছি,negative
সে কথা গুপ্ত করে তাই রাগ করেছি,negative
তাকে ভালোবেসে সে নিজের ক্ষতি করেছে,negative
মেয়েটি সবাই কে ভয় দিয়ে গেলো,negative
এত আনন্দ ধরে রাখা আর যায় না,positive
আমি সবাইকে ভালোবাসা দিয়ে রাখি,positive
তাকে ভালোবেসে সে অনেক বেশি সুখে আছে,positive
তাকে পাওয়ার আনন্দ অনেক বেশি,positive
তাকে ভালোবাসার কথা দিয়ে সে কষ্ট দিয়েছে তাই সে রাগ করেছে,negative
তাকে ভালোবেসে অনেক বেশি কষ্ট পেয়েছি,negative
তাকে অনেক আনন্দ করতে দেখেছি,positive
তার এত বেশি খরচ দেখে ভয় পেয়েছি,negative
তাকে নিয়ে কষ্ট হয়,negative
সে তার ভালোবাসা গোপন করে নি,positive
সে তার ভালোবাসা গুপ্ত করে নি,positive
আমি প্রানী অনেক বেশি ভালোবাসি,positive
আমি তাকে ভয় দিয়ে রাখি,negative
সে প্রানী ভয় পায় তাই রাগ হয়েছি,negative
সে সব সময় তার সাথে সুখে ছিলো তাই তার পাওয়ার আর কিছু ছিলো না,positive
সে সব সময় বাজে কথা বলে,negative
সে সব সময় বাজে কথা ভয় পায়,negative
সে সব সময় খুশি থাকে,positive
সে সবাই কে খুশি রাখতে পারতো,positive
সে আনন্দ নষ্ট করে নি বরং বাড়িয়ে দিয়েছে,positive
সে সবাই কে সুখে রাখতে পারতো,positive
তার করা সবকিছু সবাই ভালোবাসে,positive
সে কারো ভালোমন্দ দেখে না তাই তার সম্পর্ক সবার সাথে খুব ভালো,positive
সে কারো ভালোমন্দ দেখে না তাই তার সম্বন্ধ সবার সাথে খুব ভালো,positive
সে অনেক বেশি আনন্দে আর সুখে আছে তার সাথে,positive
তার রাগ এত বেশি তাই তার সাথে আর থাকা যায় না,negative
সে সবার সাথে মজা করে সবাইকে আরো আনন্দ দিয়ে রাখে,positive
সে লেখক ভালো কিন্তু তার সাথে থাকা সহজ না কারন সে খুব খারাপ মানুষ,negative
তার মজা গুলো ভয় দিয়ে রাখে,negative
সে আনন্দে নেই,negative
সে আনন্দে নেই বরং অনেক রাগ করে থাকে,negative
সে আনন্দে থাকে না বরং অনেক রাগ করে থাকে তাই সবাই ভয় পায়,negative
সে অনেক আনন্দে আর সুখে আছে,positive
সে সব সময় খারাপ কাজ থেকে বিরত থাকে তাই সবাই তাকে ভালোবাসে,positive
তার স্বভাব অনেক ভালো তাই সবাই তাকে ভালোবাসে,positive
তার প্রকৃতি অনেক ভালো তাই সবাই তাকে ভালোবাসে,positive
তার বৈশিষ্ট্য অনেক ভালো তাই সবাই তাকে ভালোবাসে,positive
তার আচার অনেক ভালো তাই সবাই তাকে ভালোবাসে,positive
তার প্রবৃত্তি অনেক ভালো তাই সবাই তাকে ভালোবাসে,positive
তার উত্কর্ষ অনেক ভালো তাই সবাই তাকে ভালোবাসে,positive
সে খুব ভালো স্বভাব এর মজার মানুষ,positive
সে খুব ভালো প্রকৃতি এর মজার মানুষ,positive
সে খুব ভালো বৈশিষ্ট্য এর মজার মানুষ,positive
সে খুব ভালো আচার এর মজার মানুষ,positive
সে খুব ভালো প্রবৃত্তি এর মজার মানুষ,positive
সে খুব ভালো উত্কর্ষ এর মজার মানুষ,positive
সে এমন বাজে জায়গা দেখে রাগ করেছে,negative
সে অনেক আনন্দিত আছে আজ,positive
সে কারো সাথে মজা করে না সবাই তাকে কষ্ট দিয়ে রাখে,negative
তাকে ভালোবাসা বাড়িয়ে দিয়ে রাখি তাই এত খুশি রাখে সবাইকে,positive
তার মনে অনেক ভয় আছে,negative
তাকে অনেক কষ্ট দিয়ে রাখি,negative
সে এত লেখাপড়া ভয় পায়,negative
তাকে খুজে পেয়ে সে খুশি না বরং রাগ করেছে,negative
তাকে খুজে পেয়ে সে খুশি না,negative
তাকে খুজে পেয়ে সে অনেক বেশি খুশি,positive
তাকে খুজে পেয়ে সে অনেক বেশি আনন্দিত,positive
তিনি ভালোবাসার মত একজন মানুষ,positive
তিনি সবাই কে আনন্দে রাখে,positive
সে অনেক অসুস্থ তাই ভয় পেয়েছি,negative
সে তার সব খারাপ কাজ লুকিয়ে রাখে,negative
সে তাকে ভালোবাসে না বরং তাকে ভয় পায়,negative
সে সবার খবর রাখে তাই সবাই তাকে ভালোবাসে,positive
কষ্ট হলে মনে মনে লুকিয়ে রাখি,negative
সে অজানা আনন্দে বদলে গেছে,positive
সে অনেক কষ্টে আছে দেখেছি,negative
তাকে দেখেছি সে অনেক ভয় পেয়েছে,negative
আনন্দের শেষ নেই,positive
আনন্দের খবর নেই,negative
সে কারো উপকার করতে সর্বদা ভয় পায়,negative
সে কারো হিতসাধন করতে সর্বদা ভয় পায়,negative
সে কারো কল্যাণ করতে সর্বদা ভয় পায়,negative
সে কারো অনুগ্রহ করতে সর্বদা ভয় পায়,negative
সে কারো মঙ্গল করতে সর্বদা ভয় পায়,negative
তার অপেক্ষায় আছি তাই কোনো কষ্ট নেই,positive
তার প্রতীক্ষায় আছি তাই কোনো কষ্ট নেই,positive
সে অনেক বেশি সুখে আছে তাই এত আনন্দিত,positive
সে কারো উপকার করলে মন খারাপ করে তাই খুব রাগ লাগে,negative
সে কারো হিতসাধন করলে মন খারাপ করে তাই খুব রাগ লাগে,negative
সে কারো কল্যাণ করলে মন খারাপ করে তাই খুব রাগ লাগে,negative
সে কারো অনুগ্রহ করলে মন খারাপ করে তাই খুব রাগ লাগে,negative
সে কারো মঙ্গল করলে মন খারাপ করে তাই খুব রাগ লাগে,negative
এত ভালো আছি তাই আনন্দের শেষ নেই,positive
তার ভয় এর কারন কেউ খুজে পায় নি,negative
সে অসুস্থ ছিলো তাই সবাই তার কথা মনে করেছি,positive
ভালো খবর আর নেই,negative
অনেক দিন ধরে তার অপেক্ষায় আছি তাই এখন ভয় হয়,negative
অনেক দিন ধরে তার প্রতীক্ষায় আছি তাই এখন ভয় হয়,negative
অনেক দিন ধরে তার অপেক্ষায় আছি তাই এখন রাগ হয় তার উপর,negative
অনেক দিন ধরে তার প্রতীক্ষায় আছি তাই এখন রাগ হয় তার উপর,negative
সে অনেক রেগে বদলে গেছে,negative
সে অনেক বদলে গেছে তাই তাকে ভয় হয়,negative
তার প্রতি ভালোবাসা মনে লুকিয়ে রাখি,positive
তার কাছে ভালোবাসা চেয়েছি,positive
সে অনেক ভয় দিয়ে রেখেছে,negative
তাকে দেয়া খবর অনেক ভয় এর ছিলো,negative
এমন জায়গা দেখে সবাই খুব খুশি,positive
তার খবর এখন ভালো,positive
তাকে অনেক কষ্ট দিয়ে রাখি,negative
সে সবাই কে ভালোবাসে তাই চুপ করে এত কষ্ট করছে,positive
সে সবাই কে ভালোবাসে আর নিজে আনন্দে থাকে,positive
অনেক কষ্টে আছি,negative
অনেক রেগে আছি,negative
সে সরব্দা সবার উপকার করে,positive
কষ্ট গুলো গোপন করে লুকিয়ে রাখি সর্বদা,negative
কষ্ট গুলো গুপ্ত করে লুকিয়ে রাখি সর্বদা,negative
সে এমন মানুষ যার কথা মানুষ ভয় পায়,negative
সে এমন মানুষ  যার কথা মানুষ সব সময় মনে করে,positive
সে এমন একজন মানুষ যার সরব্দা রাগ থাকে,negative
সে এমন মানুষ যার কোনো প্রকার কষ্ট নেই,positive
তার রাগ সব আনন্দের শেষ করে দিয়েছে,negative
তার ভালোবাসা সবাইকে অবাক করেছে,positive
তার ভালোবাসা সবাইকে হতবাক করেছে,positive
ফলাফল খারাপ হলে মা খুব রাগ করবে,negative
সে অনেক বদলে গেছে তাই তাকে ভালোবাসি,positive
সে নিজের দেশ কে ধোকা দিয়েছে তাই তাকে ভয় হয়,negative
সে নিজের ভূখণ্ড কে ধোকা দিয়েছে তাই তাকে ভয় হয়,negative
সে নিজের রাষ্ট্র কে ধোকা দিয়েছে তাই তাকে ভয় হয়,negative
সে নিজের স্বদেশ কে ধোকা দিয়েছে তাই তাকে ভয় হয়,negative
সে নিজের মৃত্তিকা কে ধোকা দিয়েছে তাই তাকে ভয় হয়,negative
সে নিজের পল্লীগ্রাম কে ধোকা দিয়েছে তাই তাকে ভয় হয়,negative
সে অসুস্থ না বরং আনন্দে আছে,positive
সে চুপ আছে কিন্ত রাগ কম হয় নি,negative
সে সবাইকে অনেক আনন্দে রেখেছে তাই সবাই খুব খুশি,positive
সে ভালো কাজের মানুষ,positive
তার কাজের ধরন আমি ভয় পাই,negative
সে এত রাগ করে অসুস্থ হয়েছে,negative
তার মাঝে অনেক আনন্দ ছিলো,positive
সে বিরক্তিকর কারন সরব্দা কষ্টের কথা বলে,negative
সে কাউকে ভালোবাসে না,negative
তাকে দেখে সরব্দা আনন্দের কিছু নেই বরং তাকে মাঝে মাঝে অনেক ভয় হয়,negative
সে গালি দেয় নি বরং মজা করেছে,positive
সে গালি দেয়,negative
সে আগের থেকে সরব্দা অন্যের উপকার করে,positive
তার গালি কে ভয় পাই,negative
সে খারাপ কাজ না করে পারতো না তাই সবাই তাকে ভয় পায়,negative
সে চিন্তিত না বরং অনেক বেশি সুখে আছে,positive
সে উদ্বেগপূর্ণ না বরং অনেক বেশি সুখে আছে,positive
সে উদ্বিগ্ন না বরং অনেক বেশি সুখে আছে,positive
সে উতলা না বরং অনেক বেশি সুখে আছে,positive
সে উত্কণ্ঠিত না বরং অনেক বেশি সুখে আছে,positive
সে চিন্তানিমগ্ন না বরং অনেক বেশি সুখে আছে,positive
সে চিন্তান্বিত না বরং অনেক বেশি সুখে আছে,positive
সে অধীর না বরং অনেক বেশি সুখে আছে,positive
সে চিন্তাপূর্ণ না বরং অনেক বেশি সুখে আছে,positive
সে ভালোমন্দ কিছু না দেখে ভয় পায়,negative
জায়গা টা ভয় এর ছিল,negative
সে ভালোবাসার মত মানুষ না বরং তার কাজ দেখে ভয় হয়,negative
সে তার রাগ ধরে রাখে,negative
সে কারো উপকার করে না তাই খারাপ লাগে,negative
সে কারো হিতসাধন করে না তাই খারাপ লাগে,negative
সে কারো কল্যাণ করে না তাই খারাপ লাগে,negative
সে কারো অনুগ্রহ করে না তাই খারাপ লাগে,negative
সে কারো মঙ্গল করে না তাই খারাপ লাগে,negative
সে সব দিক দিয়ে সরব্দা মজা করে,positive
তার কিছু কষ্ট আছে,negative
মেয়েটা কে না পাওয়ার কষ্টের গল্প তার মনে রাগ বাড়িয়ে দিয়েছে,negative
সে সব দিক দিয়ে ভালো মানুষ,positive
সে সব দিক দিয়ে এত রাগ করে,negative
সে অসাধারণ মানুষ কিন্তু আজ খুব রাগ করেছে,negative
সে সব দিক দিয়ে খুব খারাপ মানুষ তাই তাকে ভয় হয়,negative
সে কারো সাথে মজা করে না বরং রাগ করে বেশি,negative
সে রাগ করে মা এর কাছে যায় আরো খারাপ ব্যবহার করে,negative
তার খাবার এর ধরন দেখে এখন ভয় হয়,negative
সে কখনো কখনো রেগে যায় কিন্তু অনেক বেশি ভালো মানুষ,positive
সে ঠিক ভাবে মনোযোগ দিয়ে পড়ালেখা করে না,negative
তার পড়ালেখায় মনোযোগ নেই,negative
সে ঠিক ভাবে মনোযোগ দিয়ে পড়াশোনা করে না,negative
তার সবকিছু নিয়ে কষ্ট,negative
ভয় গুলো রয়ে গেছে,negative
আমি দেশ কে ভালোবাসি তাই সুখে আছি,positive
আমি নিজের মৃত্তিকা কে ভালোবাসি তাই সুখে আছি,positive
আমি নিজের পল্লীগ্রাম কে ভালোবাসি তাই সুখে আছি,positive
আমি নিজের স্বদেশ কে ভালোবাসি তাই সুখে আছি,positive
আমি নিজের রাষ্ট্র কে ভালোবাসি তাই সুখে আছি,positive
আমি নিজের ভূখণ্ড কে ভালোবাসি তাই সুখে আছি,positive
